Name,Sector,Expert_S,P_S,A_S,D_C_S,L_S,Q4_R,Q3_R,Q2_R,Q1_R,Q4_PBT,Q3_PBT,Q2_PBT,Q1_PBT,Q4_NP,Q3_NP,Q2_NP,Q1_NP,Y_R,Y_NP,NTA,Goodwill,Cash,Debt,TD,NA,CR,QR,Cash_Ratio,ROA,DTA,ATR,YNPM,Q1_NPM,Q2_NPM,Q3_NPM,Q4_NPM,CTR
klse: Versatile Creative Bhd,Apparel,2.5,1.2,0.01,3.77,5.06,10739,9840,11181,10299,1232,4660,-9876,-2768,1224,4660,-9712,-2768,42059,-6596,0.23,0,24660,9660,30560,63850,0.8,0.52,0.18,-0.10330462,0.47862177,0.65871574,-15.6827314,-26.87639577,-86.86164028,47.35772358,11.39770928,1.705555556
klse: Leong Hup International Bhd,Agricultural Commodities,4.1,4.4,3.97,2.18,5.93,1573420,1425435,1434133,1544044,30803,22915,35090,50191,22532,16268,21790,29530,5977032,94455,0.45,6490,767050,2830000,3500000,1710000,1.19,0.64,0.36,0.055236842,2.046783626,3.495340351,1.580299386,1.912510265,1.519384883,1.141265649,1.432039761,7.792232579
klse: Bioalpha Holdings Bhd,Construction,4.1,2.4,2.71,3.97,7.41,6871,6392,6532,18413,-10441,-8199,-5305,3945,-9709,-7932,-5503,3033,38208,-21733,0.19,52800,15040,13090,28660,161620,7.32,6.36,1.13,-0.134469744,0.177329538,0.236406385,-56.88075796,16.47205779,-84.24678506,-124.0926158,-141.3040314,2.540425532
klse: Oriental Holdings Bhd,Specialty Stores,6.9,5.6,7.58,9.06,5.42,948217,469669,956388,1099613,-26078,184191,-168151,115585,14987,78472,-81771,79586,3473887,41729,10.75,21860,4660000,2240000,2750000,6390000,2.21,2.07,1.9,0.00653036,0.430359937,0.543644288,1.201219268,7.237637241,-8.549981807,16.70793687,1.580545381,0.745469313
klse: Engtex Group Bhd,Wholesale Distributors,4.5,2.5,6.48,3.39,5.57,289394,138176,243545,290567,13846,-7301,4739,2962,9324,-7343,2460,-3097,961682,933,1.58,0,67990,431860,519140,672250,1.66,0.81,0.14,0.001387877,0.772242469,1.430542209,0.097017517,-1.06584712,1.010080273,-5.314236915,3.221905084,14.14446242
klse: Golden Pharos Bhd,Building Materials,3,0.5,4.67,3.35,3.37,18787,6885,5825,13415,3580,-2920,-3741,-5862,2847,-3066,-3580,-5300,44912,-9099,0.47,3220,14550,13790,52470,55620,1.29,1.1,0.66,-0.163592233,0.943365696,0.807479324,-20.25961881,-39.50801342,-61.45922747,-44.53159041,15.15409592,3.086735395
klse: HeveaBoard Bhd,Building Materials,5.8,3.6,5.28,6.71,7.52,110955,61924,91612,121943,9333,-4896,2509,7170,8171,-4471,1919,7306,386434,12925,0.77,2950,114210,15850,79770,417110,2.94,1.95,1.47,0.03098703,0.191244516,0.926455851,3.344684991,5.991323815,2.094703751,-7.220140818,7.364246767,3.383539095
klse: JCY International Bhd,Electronic Components,5.1,2.4,4.36,4.61,8.99,301475,227035,269508,277827,27516,3347,4579,4106,14117,3143,4374,3970,1075845,25604,0.44,0,351830,53640,189910,898010,4.21,3.16,1.57,0.028511932,0.211478714,1.198032316,2.379896732,1.428946791,1.622957389,1.384368049,4.682643669,3.057854646
klse: SWS Capital Bhd,Home Furnishings,2.5,1.9,1.1,2.45,4.64,44907,21156,31236,43625,2333,315,-1619,-2484,1816,-27,-1624,-1807,140924,-1921,0.54,0,8890,60780,86670,88520,1.14,0.55,0.11,-0.02170131,0.979100768,1.592001808,-1.363146093,-4.142120344,-5.19912921,-0.127623369,4.043912976,15.8519685
klse: Kerjaya Prospek Group Bhd,Engineering,5.7,6.3,5.22,5.91,5.43,222206,128104,211836,268409,37656,10315,33347,46676,30383,10062,22327,36225,830555,98995,0.87,353200,207900,24520,291800,1100000,3.31,2.53,1.06,0.089995455,0.265272727,0.75505,11.91913841,13.49619424,10.53975717,7.854555674,13.67334815,3.994973545
klse: RGT Bhd,Building Materials,3.4,2.4,0.45,4.12,6.48,41756,26330,15398,17142,8997,4603,1406,1628,4261,2137,610,1012,100626,13194,0.11,17150,32030,4980,29980,65280,3.02,2.4,1.49,0.202113971,0.459252451,1.541452206,13.11191938,5.903628515,3.961553448,8.116217243,10.20452151,3.141617234
klse: DutaLand Bhd,CPO,6.3,2.7,8.89,7.95,5.7,40729,35264,9986,1708,-2152,15862,-44723,718,-2122,16207,-44401,570,87687,-30042,1.46,0,546800,27470,70400,1230000,14.2,12.83,11.5,-0.02442439,0.057235772,0.071290244,-34.26049471,33.37236534,-444.6324855,45.95905172,-5.210046895,0.160363936
klse: Petronas Chemicals Group Bhd,Chemicals,5.6,3.5,4.76,5.92,8.41,3457000,3178000,3891000,4234000,479000,291000,568000,369000,471000,186000,506000,340000,14760000,1442000,3.74,611000,12790000,3140000,8460000,30530000,4.9,4.38,3.74,0.047232231,0.277104487,0.483458893,9.769647696,8.03023146,13.00436906,5.852737571,13.62452994,1.154026583
klse: Pacific & Orient Bhd,Insurance,2.6,1.3,1.09,5.63,2.48,301475,227035,269508,277827,27516,3347,4579,4106,14117,3143,4374,3970,309168,-5304,1.01,1990,589990,354110,96990,480360,1.41,0,0,-0.011041719,0.201911067,0.643617287,-1.715572116,1.428946791,1.622957389,1.384368049,4.682643669,0.524022441
klse: AYS Ventures Bhd,Building Materials,3.2,2,5.21,1.57,3.9,186849,107934,192700,196336,732,-6375,212,-4998,201,-6749,-3176,-4266,683819,-11123,0.68,6040,32770,384320,484050,251660,1.3,0.59,0.08,-0.044198522,1.923428435,2.717233569,-1.626600021,-2.172805802,-1.648157758,-6.252895288,0.107573495,20.86722612
klse: Chin Hin Group Bhd,Building Materials,3.5,2.4,2.33,2.37,6.8,287001,114217,256305,280258,4088,5802,1334,4322,3254,7474,1428,2157,937781,10571,0.77,39050,42640,472960,684250,446520,0.92,0.76,0.09,0.023674192,1.532406163,2.100199319,1.127235463,0.769647967,0.55714871,6.54368439,1.133793959,21.9929878
klse: Thriven Global Bhd,Building Materials,4.9,5.2,6.01,3.45,4.9,49244,21357,41655,46415,8845,-4803,-5,-3472,6959,-5566,-1144,-5447,158671,-2946,0.37,5310,15960,113830,219460,197130,1.71,0.76,0.04,-0.014944453,1.113275503,0.804905392,-1.856671982,-11.73543036,-2.746368983,-26.06171279,14.13167086,9.94179198
klse: XOX Bhd,Telecommunications,3.7,1.5,1.24,3.44,8.4,68820,58536,58922,65158,-40603,-11357,-4085,381,-37346,-11325,-4011,358,251436,-54447,0.09,45660,34220,13100,94260,110560,0.9,0.81,0.11,-0.49246563,0.852568741,2.274204052,-21.65441703,0.549433684,-6.807304572,-19.34706847,-54.26620169,7.347632963
klse: Matang Bhd,Property Developer,4.6,2.4,5.59,5.51,5.09,3047,2875,2407,2253,1891,622,1081,701,1302,248,708,375,10582,2633,0.1,0,42500,335,3460,186720,27.23,26.9,26.3,0.014101328,0.01853042,0.056673093,24.88187488,16.64447403,29.41420856,8.626086957,42.73055464,0.248988235
klse: Lingkaran Trans Kota Holdings Bhd,Steel,6.3,6.3,8.96,6,3.92,155873,62792,99966,111636,4310,25984,2912,4274,3285,25000,2170,3269,430267,33724,2.54,130440,129250,138,100960,578770,3.87,3.73,1.28,0.058268397,0.174438896,0.74341621,7.837923894,2.928266867,2.170738051,39.81398904,2.10748494,3.328951644
klse: SP Setia Bhd,Construction,5.3,3.4,7.09,3.91,6.95,1080472,331327,702655,796169,-219032,-162304,103961,116271,-263427,-141549,28463,70126,2910623,-245300,3.02,13910,2340000,11390000,14130000,14150000,2.03,1.08,0.63,-0.017335689,0.998586572,0.205697739,-8.427748973,8.80792897,4.050778832,-42.72184277,-24.38073361,1.243855983
klse: Mentiga Corp. Bhd,Forest Products,5.9,7.5,8.08,5.43,2.58,11016,1377,922,11430,7856,-3240,-2091,9491,7855,-3241,-2092,8470,24745,10992,2.6,0,1110,25010,77220,180600,0.48,0.37,0.1,0.060863787,0.427574751,0.137015504,44.42109517,74.1032371,-226.8980477,-235.3667393,71.305374,22.29279279
klse: Bioalpha Holdings Bhd,Construction,4.1,2.4,2.71,3.97,7.41,6871,6392,6532,18413,-10441,-8199,-5305,3945,-9709,-7932,-5503,3033,38208,-21733,0.19,52800,15040,13090,28660,161620,7.32,6.36,1.13,-0.134469744,0.177329538,0.236406385,-56.88075796,16.47205779,-84.24678506,-124.0926158,-141.3040314,2.540425532
klse: Hai-O Enterprise Bhd,Food and Beverages,5.6,4.9,4.03,7.85,5.48,66137,71246,53687,67021,13547,13653,10879,10983,10352,10263,9567,7599,258091,37630,1.03,90,105750,4670,43330,310120,4.46,2.5,2.01,0.121340126,0.139720108,0.83222946,14.58012871,11.33823727,17.81995641,14.40501923,15.65235798,2.440576832
klse: Ecobuilt Holdings Bhd,Telecommunications,4.4,3.9,4.34,4.38,4.87,40864,19478,44767,39262,1728,-6422,1065,2464,1125,-7049,1862,1810,144371,-1617,0.33,39330,17020,5690,57670,104530,1.77,1.77,0.32,-0.015469243,0.551707644,1.381144169,-1.120031031,4.610055524,4.15931378,-36.18954718,2.753034456,8.482432432
klse: T7 Global Bhd,Oilfield Services,4.3,2.6,4.39,3.79,6.37,38278,36387,48775,61221,1345,1096,1431,3058,1767,1006,331,6702,184661,10211,0.4,1790,55360,74790,97410,188310,3.15,2.41,0.71,0.054224417,0.517285327,0.980622378,5.529592063,10.94722399,0.678626345,2.764723665,4.616228643,3.335639451
klse: Yi-Lai Bhd,Building Materials,4.4,2,5.39,4.97,5.25,29553,9530,23180,31537,6995,-6401,-3366,787,6995,-6260,-3485,197,93800,-2553,1.35,0,82680,410,12010,186500,7.84,5.55,3.8,-0.013689008,0.064396783,0.502949062,-2.721748401,0.624663094,-15.03451251,-65.68730325,23.66933983,1.134494436
klse: Southern Acids (Malaysia) Bhd,Chemicals,5.2,5,6.58,6.2,3.26,174660,158354,180707,171252,13743,21164,8546,18579,8153,17161,8314,10427,684973,51528,4.34,0,245640,10590,81080,627530,7.03,5.68,4.05,0.082112409,0.129204978,1.091538253,7.522632279,6.088688015,4.600817899,10.83711179,4.667926257,2.788523856
klse: Hartalega Holdings Bhd,Gloves,4.4,2.8,0.53,4.51,9.86,1346016,920087,777898,796550,682961,272819,137575,159697,544958,219719,115579,121273,3840551,1008130,0.75,28820,717020,242550,1000000,2710000,2.67,2,0.75,0.37200369,0.36900369,1.417177491,26.24961887,15.22478187,14.85786054,23.88024176,40.48674013,5.356267608
klse: KPJ Healthcare Bhd,Consumer,3.6,3.6,2.53,1.92,6.3,850708,626624,884159,944003,56133,18968,55087,78334,33968,12657,38533,84001,3305494,177832,0.43,234960,382580,2990000,3720000,1910000,0.98,0.94,0.4,0.093105759,1.947643979,1.730625131,5.37989178,8.898382738,4.358152776,2.019871566,3.992909435,8.640007319
klse: Nestle (Malaysia) Bhd,Food and Beverages,3.4,2.5,0.01,3.62,7.33,1388423,1219300,1434514,1328892,170976,140140,246259,172173,128388,105533,186307,131819,5371129,552047,2.84,65400,16080,495710,2100000,631710,0.65,0.31,0.01,0.873893084,3.324310206,8.50252331,10.27804396,9.919466744,12.98746474,8.655212007,9.247037826,334.0254353
klse: Texchem Resources Bhd,Wholesale Distributors,3.6,1.6,5.28,1.89,5.8,287564,208233,251697,290042,12821,-18845,-8049,2598,7280,-12469,-6930,-871,1037536,-18364,1.95,54650,62950,241370,365700,219270,1.06,0.77,0.27,-0.083750627,1.667806814,4.731773612,-1.769962681,-0.300301336,-2.753310528,-5.988003823,2.531610355,16.48190627
klse: Petronas Gas Bhd,Oil and Gas ,6.1,4.7,4.48,7.31,7.96,1407423,1399818,1396136,1372379,808107,711923,448958,588271,591013,547097,368123,485273,5575756,2054183,6.69,0,4250000,4020000,6100000,13210000,5.17,5.09,4.06,0.15550212,0.461771385,0.422085995,36.84133596,35.35998438,26.36727368,39.08343799,41.99256371,1.311942588
klse: Puncak Niaga Holdings Bhd,Utilities,4.5,1.9,7.5,2.07,6.45,89536,81474,110331,142320,-9218,-15778,-1232,-9009,-12338,-20062,-4217,-6986,423661,-47693,2.92,0,485290,1260000,1820000,1280000,1.61,1.59,1.32,-0.037260156,1.421875,0.330985156,-11.25734963,-4.908656549,-3.822135211,-24.62380637,-13.77993209,0.873005832
klse: Pasdec Holdings Bhd,Construction,3.4,1.7,5.33,3.44,3.07,15330,6184,5108,8206,-1477,827,-918,-13932,-4220,-3634,-2628,-14883,34828,-30136,0.82,0,18360,36050,183460,325020,1.48,0.51,0.06,-0.092720448,0.564457572,0.107156483,-86.52808085,-181.3672922,-51.44870791,-58.76455369,-27.52772342,1.896949891
klse: Sedania Innovator Bhd,Telecommunications,3.8,1.7,3.77,4.13,5.53,2498,1111,2777,6051,16,-2891,-1686,222,48,-2952,-1822,153,12437,-4573,0.13,0,7510,1170,3570,27160,7.88,7.87,3.56,-0.168372607,0.131443299,0.457916053,-36.76931736,2.528507685,-65.6103709,-265.7065707,1.92153723,1.656058589
klse: Damansara Realty Bhd,Construction,5,6.1,6.19,3.9,3.72,46779,46868,49399,88211,-4312,-2324,-1619,14763,-4927,-1663,-2100,14667,231257,4456,0.61,890,16170,91300,220570,185530,1.05,0.89,0.18,0.024017679,1.188864335,1.246466879,1.926860592,16.62717802,-4.2510982,-3.548263207,-10.5325039,14.30160792
klse: IRIS Corp. Bhd,Electronic Equipments,3.6,2,0.01,3.5,8.7,22207,24153,41153,43719,-2841,-3525,3602,888,-2273,-2937,-6216,525,131232,-8852,0.1,1970,79170,28130,216220,283230,1.28,1.17,0.4,-0.031253751,0.763407831,0.463340748,-6.745306023,1.200850889,-15.10460963,-12.15998013,-10.23551133,1.657597575
klse: Caely Holdings Bhd,Apparel,3.7,1.5,2.92,3.27,7.12,15852,10517,18236,13690,893,-1725,-3901,-2971,779,-1319,-3629,-2547,58295,-6837,0.5,0,5210,24740,47090,81470,2.89,1.23,0.15,-0.083920462,0.578004173,0.715539462,-11.72827858,-18.60482104,-19.90019741,-12.54159932,4.914206409,11.1890595
klse: Genetec Technology Bhd,Industrial Machinery,4.7,4.6,4.67,4.92,4.53,38673,12427,8321,40109,2687,-1790,-8738,8123,2638,-2089,-7823,8446,99530,702,1.77,5060,27090,15220,42270,73270,2.86,2.43,0.79,0.009581002,0.576907329,1.358400437,0.70531498,21.05761799,-94.01514241,-16.8101714,6.821296512,3.674049465
klse: Zecon Bhd,Engineering,3.5,2.4,6.22,0.01,5.45,79290,40220,143102,153864,-5776,2625,15746,8457,-6286,-3437,9148,5062,416476,11711,1.8,0,27770,796630,1230000,256120,0.23,0.22,0.02,0.04572466,4.802436358,1.626097142,2.811926738,3.289918369,6.39264301,-8.545499751,-7.927859755,14.99733525
klse: CNI Holdings Bhd,Consumer Services,3.9,2.1,3.78,4.74,4.98,17544,16486,16168,16203,918,141,-863,184,915,105,-890,-283,66401,-337,0.1,920,21030,2260,18420,67780,3.43,2.4,1.39,-0.004971968,0.271761582,0.979654765,-0.507522477,-1.746590138,-5.504700643,0.63690404,5.215458276,3.15744175
klse: Rohas Tecnic Bhd,Miscellaneous Manufacturing,6.1,6,6.92,6.21,5.39,74335,43330,109821,132080,1300,-3978,1484,4596,485,-3222,1592,-589,359566,-2982,0.69,7540,47260,108230,201410,326530,2.32,1.72,0.31,-0.009132392,0.616819282,1.10117294,-0.829333141,-0.445941853,1.449631673,-7.435956612,0.652451739,7.608252222
klse: Greenyield Bhd,Chemicals,4.3,3.3,4.4,4.27,5.4,8854,4074,8086,4433,1543,3716,-48,-386,1405,2837,-89,-200,25447,3953,0.16,0,7890,14980,21620,60660,3.02,1.97,1.19,0.065166502,0.356412793,0.419502143,15.53424765,-4.511617415,-1.100667821,69.63672067,15.868534,3.2252218
klse: Green Ocean Corp. Bhd,Agricultural Commodities,2.6,1.1,1.18,1.9,6.38,25134,23070,40556,53952,-490,-495,-3683,-3104,-490,-495,-3685,-3106,142712,-7776,0.04,0,3400,21780,26840,11150,0.71,0.58,0.13,-0.697399103,2.407174888,12.79928251,-5.448735916,-5.756969158,-9.086201795,-2.145643693,-1.94955041,41.97411765
klse: Permaju Industries Bhd,Wholesale Distributors,4.8,2.1,5.68,3.52,7.87,11828,5890,14330,18552,-2003,-3383,-3007,-879,-1732,-3004,-2225,-762,50600,-8703,0.67,0,1660,5270,65610,111820,1.1,0.08,0.03,-0.077830442,0.586746557,0.452512967,-17.19960474,-4.107373868,-15.52686671,-51.00169779,-14.64321948,30.48192771
klse: Jerasia Capital Bhd,Apparel,3.2,2.4,4.97,0.09,5.51,25164,19454,93262,138899,-9901,-51466,-9481,514,-9896,-51199,-9722,295,382651,-18423,1.95,31060,3050,185550,249670,95750,1.13,0.65,0.01,-0.192407311,2.607519582,3.996355091,-4.814569934,0.212384538,-10.42439579,-263.1798088,-39.3260213,125.4593443
klse: Jaycorp Bhd,Home Furnishings,6.6,6.9,5.43,8.64,5.48,107211,87562,56772,88683,16039,6957,3320,7542,12338,5058,1901,5376,340228,24715,1.22,710,45220,24320,74660,164190,2.49,1.77,0.78,0.150526829,0.454717096,2.072160302,7.264246329,6.062041203,3.348481646,5.776478381,11.50814748,7.523839009
klse: Leweko Resources Bhd,Forest Products,2.7,1,1.4,3.41,4.92,8739,10432,16513,8916,-39,-17895,832,-675,-214,-15878,449,-1400,44600,-18715,0.12,3190,839,574,41510,51770,1.47,1.11,0.02,-0.361502801,0.801815723,0.861502801,-41.96188341,-15.70210857,2.719069824,-152.2047546,-2.448792768,53.15852205
klse: IJM Corp. Bhd,Engineering,5.6,4,5.65,4.75,8.13,1428708,879803,2046953,1440362,161679,93152,96566,163588,99515,1271,71297,49767,5795826,336230,2.65,3887510,3020000,8040000,12820000,9680000,2.07,0.82,0.45,0.034734504,1.324380165,0.598742355,5.801243861,3.455173075,3.483079484,0.144464158,6.965384109,1.919147682
klse: Mitrajaya Holdings Bhd,Engineering,5.8,4.3,7.6,5.5,5.76,117521,45558,99068,154635,6008,6243,-1879,-22247,3153,4711,-2334,-710,416782,-82,0.86,2390,17530,135820,377320,699490,1.79,1.1,0.04,-0.000117228,0.539421579,0.595836967,-0.019674554,-0.45914573,-2.355957524,10.34066465,2.682924754,23.77535653
klse: Petronas Dagangan Bhd,Wholesale Distributors,4.4,2.8,1.84,5.68,7.27,4830478,2931750,6553910,7794209,288290,1166,-18428,190568,212661,3510,-29423,126588,22110347,313932,6.02,0,2400000,239640,2520000,5510000,1.58,1.37,0.94,0.056974955,0.457350272,4.012767151,1.419842031,1.624128889,-0.448938115,0.119723715,4.402483564,9.212644583
klse: Excel Force MSC Bhd,Packaged Software,4.8,3.5,2.86,5.89,6.8,8892,6978,6344,5765,3607,3408,2277,1998,2609,2603,1759,1614,27979,8612,0.16,11290,17590,161,5970,92710,10.84,10.84,4.59,0.092891813,0.064394348,0.30179053,30.78022803,27.99653079,27.72698613,37.30295214,29.34098066,1.59061967
klse: Compugates Holdings Bhd,Wholesale Distributors,3.8,1.7,4.54,3.61,5.32,1199,1357,569,450,-1361,-1117,-1462,-4254,-1301,-1060,-1404,-3864,3575,-7674,0.04,0,885,4110,40060,100640,0.48,0.48,0.02,-0.076251987,0.398052464,0.035522655,-214.6573427,-858.6666667,-246.7486819,-78.11348563,-108.5070892,4.039548023
klse: Cahya Mata Sarawak Bhd,Building Materials,6.1,4.6,6.15,5.78,7.73,428416,206837,282454,456471,81729,22993,26807,20202,46711,16707,17283,5359,1374178,109486,2.46,99850,713720,877090,1330000,2680000,2.98,2.16,1.42,0.040852985,0.496268657,0.512752985,7.967381227,1.174006673,6.118872454,8.077374938,10.90318756,1.925374096
klse: CN Asia Corp. Bhd,Miscellaneous Manufacturing,3.2,2,2.02,4.25,4.49,6835,2672,1890,3562,-602,-402,-2496,-98,-652,-449,-2543,-151,14959,-3795,0.89,0,27480,4300,7070,42090,7.51,6.67,5.54,-0.090163934,0.16797339,0.355405084,-25.36934287,-4.239191465,-134.5502646,-16.80389222,-9.539136796,0.544359534
klse: Careplus Group Bhd,Apparel,4.1,2.6,0.01,3.99,10,122705,118898,104696,108727,49733,38119,1206,-272,42856,36212,1141,783,455026,80211,0.18,200,46720,35450,95720,185370,0.87,0.56,0.07,0.432707558,0.51637266,2.454690619,17.62778391,0.720152308,1.089821961,30.45635755,34.92604213,9.73942637
klse: Sarawak Cable Bhd,Electrical Products,2,0.6,2.48,0.01,4.89,212749,110672,152695,217448,5997,-19830,2703,-70254,3436,-17768,550,-74897,693564,-88612,0.5,2510,45700,517840,761780,143610,0.75,0.53,0.13,-0.61703224,5.304505257,4.829496553,-12.77632634,-34.4436371,0.36019516,-16.05464797,1.615048719,15.17645514
klse: New Hoong Fatt Holdings Bhd,Ringgit,5.7,5.4,7.36,7.21,2.8,71159,46457,57365,69731,7530,2181,-3087,4325,5805,2441,-3523,3598,244712,8321,5.61,10,40860,41240,99280,462220,2.31,1.38,0.39,0.01800225,0.214789494,0.529427545,3.400323646,5.159828484,-6.141375403,5.2543212,8.15778749,5.989035732
klse: Systech Bhd,Telecommunication Equipment,3.5,2.2,1.14,4.28,6.2,4797,7160,5876,6871,-469,640,-996,272,-607,83,-1247,25,24704,-807,0.15,40280,7600,6300,9040,50360,3.61,3.6,1.92,-0.016024623,0.179507546,0.490548054,-3.266677461,0.363848057,-21.22191967,1.159217877,-12.65374192,3.250526316
klse: Ge-Shen Corp. Bhd,Industrial Specialties,2.1,1.8,1.84,1.06,3.58,57345,30516,37467,42063,2479,242,-5291,-3055,2189,492,-4917,-2166,167391,-5313,1.24,31200,14460,98680,139030,89160,0.95,0.58,0.13,-0.059589502,1.559331539,1.877422611,-3.174005771,-5.149418729,-13.12354872,1.612268974,3.817246491,11.57614108
klse: Amway (Malaysia) Holdings Bhd,Consumer Services,4.1,4.4,1.71,6.71,3.5,321950,280809,234636,252998,21186,22236,13884,11500,15611,16811,10205,11440,1090393,54067,1.35,11610,225060,8770,278240,220880,1.61,1.07,0.85,0.244779971,1.259688519,4.936585476,4.958487444,4.521774876,4.349289964,5.986631483,4.848889579,4.844899138
klse: Panasonic Manufacturing Malaysia Bhd,Electronics,5.5,4.6,4.11,8.24,5.19,293964,154083,204650,267343,47617,-3759,33910,32144,40039,-2560,30299,28812,920040,96590,13.44,7690,528940,299,161140,813980,4.55,4.09,3.62,0.118663849,0.197965552,1.130298042,10.49845659,10.77716641,14.8052773,-1.66144221,13.62037528,1.739403335
klse: Allianz Malaysia Bhd,Insurance,6.6,6.2,6.53,7.87,5.79,1530803,1404105,1484706,1405471,202231,248598,91947,188158,129065,167732,79500,133082,5825085,509379,20.77,366680,17180000,14160000,48750,15620000,6.24,0,0,0.032610691,0.003120999,0.372924776,8.744576259,9.468854213,5.354595455,11.94583026,8.431195915,0.339061991
klse: MAA Group Bhd,Insurance,5.4,3,6.64,7.63,4.46,59775,50161,54332,54139,26180,29160,-28564,-27479,22760,23171,-30497,-26258,218407,-10647,1.79,27790,508800,135090,9860,281970,1.33,0,0,-0.037759336,0.034968259,0.774575309,-4.874843755,-48.50108055,-56.1308253,46.19325771,38.07611878,0.429259041
klse: Kawan Food Bhd,Food and Beverages,4.7,4,3.27,5.23,6.23,61139,79334,53641,56397,7004,10882,7484,6535,6158,8847,6599,4888,250511,26289,0.9,0,67980,14270,71680,332060,3.15,2.58,1.33,0.079169427,0.215864603,0.754414865,10.49414996,8.667127684,12.30215693,11.15158696,10.07213072,3.685069138
klse: Dominant Enterprise Bhd,Home Furnishings,6.9,6.8,7.36,7.94,5.35,174144,75166,155840,179116,5806,-1597,5424,5539,4243,-1988,1714,4492,584266,8461,1.81,840,75430,142430,187040,300060,1.63,1.04,0.26,0.028197694,0.623341998,1.947163901,1.448141771,2.507871994,1.099845996,-2.644812814,2.436489342,7.745804057
klse: Sapura Resources Bhd,Property Developer,4.6,1.7,7.81,5.26,3.53,11699,11843,11044,13273,-4977,-5431,-6400,-15444,-5815,-5066,-6230,-14025,47859,-32122,3.05,0,85160,31980,64610,413070,2.86,2.86,2.47,-0.077764059,0.156414167,0.115861718,-67.11799244,-105.665637,-56.41072075,-42.77632357,-49.705103,0.561989197
klse: Wellcall Holdings Bhd,Miscellaneous Manufacturing,5.3,5,2.93,7.44,5.97,37274,26322,31944,39380,11941,5986,9296,11589,8999,3908,7329,9121,134920,29363,0.24,0,44980,0,17510,116840,4.66,3.73,3.2,0.251309483,0.149863061,1.154741527,21.76326712,23.1615033,22.94327573,14.84689613,24.14283415,2.999555358
